CustID	DUALPLAY	FRAGILITE	TV	TOY	Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16	Var17	Var18	Var19	Var20	Var21	Var22	Var23	Var24	Var25	Var26	Var27	Var28	Var29	Var30	Var31	Var32	Var33	Var34	Var35	Var36	Var37	Var38	Var39	Var40	Var41	Var42	Var43	Var44	Var45	Var46	Var47	Var48	Var49	Var50	Var51	Var52	Var53	Var54	Var55	Var56	Var57	Var58	Var59	Var60	Var61	Var62	Var63	Var64	Var65	Var66	Var67	Var68	Var69	Var70	Var71	Var72	Var73	Var74	Var75	Var76	Var77	Var78	Var79	Var80	Var81	Var82	Var83	Var84	Var85	Var86	Var87	Var88	Var89	Var90	Var91	Var92	Var93	Var94	Var95	Var96	Var97	Var98	Var99	Var100	Var101	Var102	Var103	Var104	Var105	Var106	Var107	Var108	Var109	Var110	Var111	Var112	Var113	Var114	Var115	Var116	Var117	Var118	Var119	Var120	Var121	Var122	Var123	Var124	Var125	Var126	Var127	Var128	Var129	Var130	Var131	Var132	Var133	Var134	Var135	Var136	Var137	Var138	Var139	Var140	Var141	Var142	Var143	Var144	Var145	Var146	Var147	Var148	Var149	Var150	Var151	Var152	Var153	Var154	Var155	Var156	Var157	Var158	Var159	Var160	Var161	Var162	Var163	Var164	Var165	Var166	Var167	Var168	Var169	Var170	Var171	Var172	Var173	Var174	Var175	Var176	Var177	Var178	Var179	Var180	Var181	Var182	Var183	Var184	Var185	Var186	Var187	Var188	Var189	Var190	Var191	Var192	Var193	Var194	Var195	Var196	Var197	Var198	Var199	Var200	Var201	Var202	Var203	Var204	Var205	Var206	Var207	Var208	Var209	Var210	Var211	Var212	Var213	Var214	Var215	Var216	Var217	Var218	Var219	Var220	Var221	Var222	Var223	Var224	Var225	Var226	Var227	Var228	Var229	Var230
00091	0	0	0	0						854	7						120								132	165		0	40			286.96							0			4752084						0							7087.76						1.263619								9							3	64	14		3057912		3			194089.5		10		4									9837															32			40	233151.6						540				60		63207	40						8	3568475	780796						1290			0	0					0				10380600							18			950412										0								0											1PnOj1KVEH	RO12		taul	1K8T	0Y9G	kJ14Htb	Tg7jjBB	ZzPFpO4		cFE6	9_Y1	jdbz	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		gLF9OhQ		mAjbk_S	7tN4	cJvF	FzaX	WTK88FJ	oslk	YKu7j0h	LM8l689qOp		ELof	kwS7	RAYp	F2FyR07IdsN7I	mj86	
00092	0	0	0	0						469	0						0								160	200		0	32			257.6							0			4722726						0													4.877804								9							3	24	0		2074888		0			199090.5		35		6									11700															48			32	387300						590				60		0	4						0	3341340	523878						0			0	9					0				10336320							24			551988										0								0								234			v0Nt0Go8Lb	RO12		taul	1K8T	ffXs	pro8v8X	k10MzgT			lbG6	9_Y1	rGJy	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				NGZxnJM	b0dp	UYBR	OFWH	meWVy8V	oslk	DQ3u3MC	LM8l689qOp			Qu4f	RAYp	F2FyR07IdsN7I		
00093	0	0	0	1						819	7						4596								28	35		0	8			268.72							0			3166080						0													6.476608								9								156	126		2008192		0			198899.7		5		0																								16			8	-163846.8						365				12		53226	20						0	4859530	12840						5			0	18					0				7492280							4			0										0								0											8I1r4RXXnK	2Knk1KF		taul	1K8T	1TqK	ojHnF0C	yiXKNUCbD1			hK9K	9_Y1	Zazx	VpdQ	6JmL	me75fM6ugJ	kIsH		uKAI	L84s	XfqtO3UdzaXh_				XTbPUYD	wH2R	cJvF	FzaX	KhlYWu3	oslk	83UEsaq	LM8l689qOp			Xa3G	RAYp	TCU50_Yjmm6GIBZ0lL_	am7c	
00094	0	0	0	0					0					0						239.04							0			0	0						0																								2.291604			0	24						0		1.374129e+007	3025230	108		10							0											72		6				30						84				18				508936.8		-617020							0																			0							0	4	144			0						24									0						49																				1YVgUHXZeb	RO12		taul	1K8T	7ALb	My6jZUX	AnFl2Mwxzd			ju2g	9_Y1	LqKm	VpdQ		DHn_WUyBhW_whjA88g9bvA64_	kIsH		uKAI	L84s	CrNX	KdSa			uZLj9VB	0k9m	cJvF	FzaX	lK7idD8	d0EEeJi	uYhbyK7	LM8l689qOp			453m	02N6s8f	F2FyR07IdsN7I		
00095	0	0	0	0						1218	7						684								180	225		4	72			357.36							0			4277016						0													1.074557								9							3	36	56		117528		0			125794.8		20		8									36792															40			40	174617.6						895				54		108900							0	2963100	1276474						390			0	9					555541				9734760							28			985668										0								0											9hRmfo875g	AERks4l		taul	1K8T	LloI	kO1abdC	WICZqsx			1RFo	9_Y1	Ew1Q	VpdQ	43pnToF	GjJ35utlTa_GNSvxxpb9ju	kIsH		7A3j	L84s	JBfYVit4g8				TDctq2l	Ia5k	cJvF	FzaX	Qkc_DXg	Al6ZaUT	CqZ4IB0	LM8l689qOp			wX53	02N6s8f	xwM2aC7IdeMC0		
00096	0	0	0	1						21	0						0								76	95		0	48			336.56							0			6747600						0													6.484939								9							3	14	0		976208		0			335673		5		0									17040															8			16	-225552						95				24		0	4						0	1777305	580466						0			0	0					0				8503720							12			0										0								0								336			1GdOj17ejg	RO12		taul	1K8T	aD1X	bbm5wbm	0IWZqtp			bGT1	9_Y1	eQTr	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAja5EA	LPkQ	cJvF	FzaX	1hf8iqZ	oslk	fV_z4Af	LM8l689qOp			7aLG	RAYp	F2FyR07IdsN7I		
00097	1	0	0	0						700	7						756								20	25		2	8			186.64							0			0						0													2.613117								9								72	0		4634472		0			220503.9		0		6																								8			8	64339.2						320				0		14625	8						0	0	149050						70			0	27					4055163				9872920							0			10886400										0								0								204			8Iqt0G8rTN	RO12		ev6I	1K8T	0LaQ	FJDupBg	SpVIgJCetQ	IpiK73X		7l7v	9_Y1	k13i	VpdQ	wMei	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	E1aAZ0x7vd		ig1UFCy		beKMbmK	CzJn	cJvF	FzaX	OYHoGfM	QKW8DRm	RlTh9x_	LM8l689qOp		ELof	fKCe	vJ_w8kB	WfJYmPMksSqa1pajvfG		
00098	0	0	0	0						798	7						64								176	220		0	48			233.44							0			9067800						0													1.994659								9							3	34	0		1374192		0			178514.1		35		4									816															32			16	47618						585				132		171	-20						0	1730830	172870						675			0	0					0				10547520							10			41106										0								0								318			dRagUHXM47	RO12		taul	1K8T	pE9z	Ml6kiFp	ilrY4YM			qZIR	9_Y1	8BBI	sJzTlal	IYzP	me75fM6ugJ	kIsH		uKAI	Mtgm	NhsEn4L				NGZXfGp	Tf8K	cJvF	FzaX	k5O88FJ	oslk	QkgQQMs	LM8l689qOp			453m	RAYp	F2FyR07IdsN7I		
00099	0	0	0	1						2814	21						568								380	475		10	120			233.44							0			4517346						0													1.848323								45							12	120	0		1872384		0			56428.8		60		14									37032															112			160	323961.6						1760				138		60660							0	2440460	1424124						2655			0	18					727629				10722800							36			1148592										0								0								282			avkq9ayfAo	2Knk1KF		taul	1K8T	yYar	6SycSKu	ARvzJXx	xlNBuSA		7bQH	9_Y1	QBpP	VpdQ	lVqb	me75fM6ugJ	kIsH		uKAI	L84s	XfqtO3UdzaXh_		xPiI_aG		11p4mKe	rB0w	cJvF	FzaX	vz9fSEp	oslk	CW6RDbC	LM8l689qOp		ELof	7P5s	RAYp	55YFVY9	mj86	
0009A	0	0	0	0						714	7						4								468	585		20	576			200							5			0						0													4.052125								18							6	34	0		221472		0			5314.26		0		40									111012															96			48	-1252908						1100				0		6039	4						8	163590	209394						380			0	18					111727				777840							38			176166										0								0								264			m9SrEy7Rm6	RO12		taul	1K8T	1TqK	abRsKl9	V6XUlxabJ4VaD			Ykq8	9_Y1	H9GL	VpdQ	lVqb	me75fM6ugJ	kIsH		uKAI	L84s	XfqtO3UdzaXh_				11p4mKe	TIYz	cJvF	FzaX	mXL6hzI	oslk	BT6Rt2K	LM8l689qOp			Aoh3	RAYp	F2FyR07IdsN7I		
0009B	0	0	1	0						735	7						644								136	170		0	0			186.64							0			7266480						0													1.113865								18							6	136	0		2072720		0			226372.5		25		0									16557															32			32	128807.6						510				96		17820	20						0	3888000	0						100			0	27					0				10719080							18			0										0								0								168			EsYrjIX0Db	2Knk1KF	SEuy	taul	1K8T	487l	n0tQn2A	V_KR_LD	qFAtlU5	smXZ	woN4	9_Y1	xQ2A	VpdQ	haYg	me75fM6ugJ	kIsH		uKAI	L84s	XfqtO3UdzaXh_		PbqXi5S		OFqmdNV	0Mbz	cJvF	FzaX	Qui18fN	oslk	ep2j7qz	LM8l689qOp		kG3k	5Acm	RAYp	55YFVY9	mj86	
0009C	0	0	0	1						1064	7						148								124	155		0	8			286.96							0			2073600						0													5.609272								9								32	35		2666216		0			128806.2		25		2																								48			40	-251518.4						430				24		4104	-30						0	6096300	101254						3690			0	18					0				9502320							30			263634										0								0											8I1q9ayE15	RO12		taul	1K8T	42Cy	l1Yysxi	ARvzJXx			gsgF	9_Y1	pQsY	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				kZJtVhC	Arqz	cJvF		0MQoGGc	oslk	xNaD3Yd				TNEC	RAYp	F2FyR07IdsN7I		
0009D	0	0	0	1						378	0						0								0	0			0			286.96							0			0						0													6.390728								9								66	0		0		0			23439.21		0		0																											0	-358170.8						335				0		180	4						0	0	0						0			0	18									0							0			0										0								0								282			crIt0Go8Lb	eSGpMwS8zSGgq_trOpckZ5		taul	1K8T	ssAy	NldASpP	Vzaj8__LW4	gWmQAIU		fzgZ	9_Y1	MGOA	VpdQ	itlM	DHn_WUyBhW_whjA88g9bvA64_	kIsH		uKAI	L84s	UbxQ8lZ		PRPdOk4		ORMRote	HSw8	cJvF	FzaX	JFM1BiF	Al6ZaUT	NKv4yOc	LM8l689qOp		ELof	Qu4f	02N6s8f	R4y5gQQWY8OodqDV	am7c	
0009E	0	0	0	0						3143	7						376								368	460		6	32			166.56							0			12360						0													1.121342								36							3	170	0		400216		0			3922.5		0		4									28101															72			208	5465.84						1350				12		21744	4						0	558755	15676						1350			0	36					123319				697588							116			16326										0								0											UCDvyx8zhV	2Knk1KF		taul	1K8T	72yt	3d6d0DS	YmZmFZu	bqDmn_Z		t1fD	9_Y1	QMes	VpdQ	kxE9	me75fM6ugJ	kIsH		uKAI	L84s	XfqtO3UdzaXh_		0qxNvnB		XTbPUYD	EGQ4	cJvF	AU8pNoi	T6wOhQy	oslk	c78T3Cb	LM8l689qOp		ELof	WqMG	RAYp	TCU50_Yjmm6GIBZ0lL_	mj86	
0009F	0	1	0	0						2541	7						2136								524	655		14	288			200							0			116310						0													2.897244								9								88	84		806480		0			12560.25		30		40																								136			128	-131822.8						1685				60		20682							0	652945	220474						4900			0	18					144193				1873288							86			502416										0								0											mzKvyx8zhV	RO12	SEuy	taul	1K8T	JLbT	au1viRg	Hz673939hbJdw	nbTHyEk	smXZ	mW3T	9_Y1	MBhA	VpdQ	Tkho	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		9LcLLR5		beK4AFX	BdeV	UYBR	FzaX	iEXOjel	oslk	PgO2Oqu	jySVZNlOJy		kG3k	WqMG	RAYp	F2FyR07IdsN7I	mj86	
000A0	0	0	0	0						385	0						0								268	335		4	16			264.64							5			1384848						0													5.243324								9							3	12	0		836736		0			41549.1		45		62									120102															88			120	-582668						335				18		0	4						16	2061225	32844						0			0	0					910875				3711720							14			552504										0								7								192			m9SrEy7Rm6	RO12		taul	1K8T	nQZ6	VjLN8e1	itSGh3t			3Q0L	9_Y1	H9GL	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				kZJtVhC	fDPA	UYBR	FzaX	ZN3fSEp	oslk	DrA79_c	LM8l689qOp			Aoh3	RAYp	F2FyR07IdsN7I		
000A1	0	0	0	0						980	7						1820								140	175		2	40			286.96							0			1129986						0													1.696005								9							3	54	0		2764800		0			178758		25		6									0															40			32	79450.4						525				18		119403	30						0	5803250	864000						220			0	9					604800				10289120							30			1096218										0								0											TfiWq69R_D	RO12	SEuy	taul	1K8T	487l	jfPn1fB	FoJylxy	vYN41cd	smXZ	xklU	9_Y1	RVjC	VpdQ	Tkho	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		SAb3zp7		kq0n8Bj	H3p7	UYBR	FzaX	WPf93Yc	oslk	853aRTx	LM8l689qOp		kG3k	FSa2	RAYp	F2FyR07IdsN7I	am7c	
000A2	1	0	0	1						763	7						100								212	265		0	120			200							0			279312						0													4.145054								9							3	80	35		7544		0			13611.63		10		6									77682															8			8	54390						575				48		17712	-30						0	338450	254914						1260			0	9					0				1054268							48			82746										0								0											m9SvyxLkBI	RO12	SEuy	taul	z3mO	TyGl	VWnXzAw	nRUQHR_cJj	TENoR3v	smXZ	ZTrH	9_Y1	_r21	VpdQ	lVqb	me75fM6ugJ	kIsH		uKAI	L84s	XfqtO3UdzaXh_		Hh31ZMv		11p4mKe	7Mgp	cJvF	FzaX	2WbYjZW	oslk	p2sz20V	LM8l689qOp		kG3k	xb3V	RAYp	F2FyR07IdsN7I	am7c	
000A3	0	1	0	0						3556	7						188								964	1205		18	824			220.08							0			3703770						0													2.227088								9							3	34	84		3791264		0			34122.6		30		80									15882															120			120	106522.8						3380				240		26325							0	5354050	314828						3580			0	18					20720				10631880							74			247740										0								0								210			2jigUH7ejg	RO12		taul	1K8T	JLbT	EnSNXZR	V4EEkD4AAZ			M3EA	9_Y1	m_h1	09_Q	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				kZJtVhC	pqIQ	UYBR	FzaX	KnzzTww	oslk	EbgaySi	LM8l689qOp			WqMG	RAYp	F2FyR07IdsN7I		
000A4	0	0	0	0						1148	14						600								228	285		2	40			240.56							0			4355994						0													0.2988678								18							6	86	21		2119584		0			80075.7		25		4									156987															40			40	-241398						950				78		49230							0	2246525	200410						1595			0	18					33726				7378080							54			245262										0								0								228			86ct0Gdncc	RO12		taul	1K8T	19FS	SY4EQZQ	_03xtaMIkZsn1	NdsSDm8		WOzZ	9_Y1	cyKH	VpdQ	lVqb	me75fM6ugJ	kIsH		g5HH	L84s	XfqtO3UdzaXh_		FhzFJCi		XTbPUYD	UFjB	cJvF	FzaX	vU6NT4W	oslk	Oh06Kfh	LM8l689qOp			me1d	RAYp	F2FyR07IdsN7I	am7c	
000A5	0	0	0	0					3080					0						126.68							0			3	0						0																								1.211921			0	0						0		6129	0	12		10							0											8		2				0						0				0				2043		-1497760							6						4													130							8	4	16			0						0									7						28																				zcROj17IEC	RO12		taul	1K8T	7M9D	nmm4k19	C_u8_AlBK7			EpS5	9_Y1	eQTr			DHn_WUyBhW_whjA88g9bvA64_	kIsH		uKAI	L84s	CrNX	KdSa			NGZ_12K	14Od	cJvF	FzaX	uUYunG_	d0EEeJi	ZpR4e0W	LM8l689qOp			7aLG	02N6s8f	F2FyR07IdsN7I		
000A6	0	0	0	0						875	7						4								120	150		2	40			286.96							0			3847572						0													4.551805								9								62	0		2534464		0			143472.3		5		4																								32			32	-23370.72						685				54		7335	-20						0	3564090	792020						195			0	0					554414				9218000							18			950424										0								0								360			HrWq9aXt5a	RO12	SEuy	taul	1K8T	0Xwj	gRirkF8	_03xtaMIkk68B	RqMF6zH	smXZ	x3o3	HLqf	Y9Bl	VpdQ	IYzP	me75fM6ugJ	sBgB		uKAI	Mtgm	NhsEn4L		gPpOR4F		NGZXfGp	604y	UYBR	FzaX	vcuv48t	oslk	OTXAgOW	LM8l689qOp		kG3k	uWr3	RAYp	F2FyR07IdsN7I	am7c	
000A7	0	0	0	0						2373	21						336								420	525		12	304			176.56							0			2286						0													2.999573								36							9	72	14		443928		0			7306.68		0		32									194859															120			192	34877.84						1525				12		30384	4						0	226515	233038						830			0	18					397453				1054712							50			275904										0								0											lAFr4RQZiT	RO12	SEuy	taul	1K8T	JLbT	aWx9MxI	xNBpFd_xeN	6JpU1Wl	smXZ	eJPt	9_Y1	z5Ry	sJzTlal	43pnToF	6C53VA1kCv	kIsH		uKAI	L84s	fSKKIQdIPDXgw		lci1LSr		kZJUo2m	lSf_	UYBR	FzaX	EFki84d	zCkv	T5HWwhx	LM8l689qOp		kG3k	FSa2	6fzt	xwM2aC7IdeMC0		
000A8	0	0	0	0						630	7						1092								156	195		2	72			286.96							15			4252770						0													2.133946								9							3	136	903		122136		0			185193		25		6									125592															40			16	325143.6						490				72		16461	10						24	2711775	1378870						1490			0	27					46935				10426880							16			1555200										0								0											Foxt0Go8Lb	rEUOq2QD1qfkRr6qpua	SEuy	taul	1K8T	lK27	fhk21Ss	QMx9sNd	JVHH82p	smXZ	_zcQ	9_Y1	rGJy	09_Q	haYg	7M47J5GA0pTYIFxg5uy	kIsH		7A3j	L84s	WsRVNrF85oPU_		6HALtdA		_JdjUtW	PmU4	UYBR	FzaX	4UxGlow	zCkv	catzS2D	LM8l689qOp		kG3k	Qu4f	ZI9m	ib5G6X1eUxUn6	am7c	
000A9	0	0	0	0						182	0						0								96	120		2	56			288.48							0			2190624						0													4.544755								9								16	0		6535984		0			204562.5		5		0																								24			56	148292.8						370				18		0	4						0	1405720	1186880						0			0	0					1251166				10543480							12			0										0								0											hSovyx7IEC	RO12		taul	1K8T	Bxva	ZBORawV	yiXTc3CbD1			dGbW	9_Y1	YGOC	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAja5EA	RruR	UYBR	wwPEXoilkr	JO0WZR6	oslk	ZwrmOr3	LM8l689qOp			szEZ	RAYp	F2FyR07IdsN7I		
000AA	0	1	0	0						861	7						684								140	175		4	32			186.64							0			3507174						0													5.301432								9							3	38	28		2764800		0			193114.2		10		4									78552															32			32	207546.4						535				66		60714	12						0	4943020	691200						3960			0	9					1209600				10439720							24			1036800										0								0											m9SrEy7Rm6	RO12		taul	1K8T	lK27	jJ_PTZq	5q1zOkL			Vxv3	9_Y1	X8zP	VpdQ	zm5i	DHn_WUyBhW_whjA88g9bvA64_	kIsH		uKAI	L84s	CrNX				mAjbq_f	YXCe	cJvF	FzaX	EMvfBbO	d0EEeJi	g57nG2q	LM8l689qOp			Aoh3	nIGXDli	F2FyR07IdsN7I		
000AB	0	0	0	0						2464	14						312								424	530		20	464			166.56							0			67422						0													1.670156								45							3	86	7		49824		0			7212.84		10		28									18258															144			40	35.71428						1485				48		48735							0	150615	269972						215			0	0					148694				922988							38			243936										0								0											Yn7t0Go8Lb	RO12		taul	1K8T	g6No	lKNMukw	oQ1CKEGgV0Vbb	cN8llAc		pOba	9_Y1	rGJy	09_Q	sYC_	me75fM6ugJ	sBgB		uKAI	L84s	NhsEn4L		kAGNDet		kq0aHkC	U1Do	UYBR	FzaX	3vmv1FD	oslk	X7rObSS	LM8l689qOp		ELof	Qu4f	RAYp	F2FyR07IdsN7I	mj86	
000AC	0	0	0	0					0					0						122.24							0			0	0																														4.380474			0							0		0	0	0		10							0											0		2				0						0				0				0		338016.4							0						-14													0							0	0	0									0									0						0																	144			eOQgUHShse	RO12		taul	1K8T	JLbT	kjvBmIU	NYIY8Pp			Mx5G	9_Y1	RVjC	sJzTlal		me75fM6ugJ	kIsH		uKAI	Mtgm	NhsEn4L	KdSa			7WwuNea	9haV	UYBR		1vNmS85	oslk	MkQldxq				FSa2	RAYp	F2FyR07IdsN7I		
000AD	0	0	0	1				9													10	0	0																		1129203																				6.236915																8									6						35											16		0	46317.06				0							-1787748				6562							0			0	49							413			0							42					108710		18			0			0			0			0	0						193487.4			12					0			902940									r__I	a4vvyxLkBI	RO12		taul	1K8T	0Xwj	mTdXsZV	yEFIHeU			MS_S	HLqf	vzJD	VpdQ		DHn_WUyBhW_whjA88g9bvA64_	sBgB		uKAI	L84s	CrNX				y5FU_7t	lciu	cJvF		8huQkmp	d0EEeJi	UzTsfxE				xb3V	02N6s8f	F2FyR07IdsN7I		
000AE	0	1	0	1					88660					0						228.76							0			0	0						0																								6.047853			0	0						0		2017026	325494	60		10							0											40		2				6						14				0				134468.4		-1549116							18						-14													195768							0	0	80			0						0									35						7																				xOXrjIQq3d	RO12		taul	1K8T	TyGl	kjvBmIU	pNAbKh0			P9KQ	9_Y1	RVjC	VpdQ		me75fM6ugJ	kIsH		uKAI	Mtgm	NhsEn4L	KdSa			kq0dQfu	4a9J	UYBR		1vNmS85	oslk	MkQldxq				FSa2	RAYp	F2FyR07IdsN7I		
000AF	0	0	0	0						994	7						724								220	275		0	72			253.52							0			3455640						0													5.748772								9							3	62	98		703848		0			185112.3		40		12									291138															72			48	100056.4						710				72		44478	8						0	3664845	976922						2675			0	27					0				10474200							28			2134740										0								0											mCGq9ayE15	RO12		taul	1K8T	z32l	Bnu7wlP	GHfL3MpXAX	nFL2w3l		511s	9_Y1	000J		haYg	DHn_WUyBhW_whjA88g9bvA64_	kIsH		uKAI	L84s	CrNX		Q3uFWZo		AuSDRR8	9Kfm	cJvF	FzaX	IhOTKvt	d0EEeJi	wWBXf37	LM8l689qOp		ELof	7P5s	nIGXDli	F2FyR07IdsN7I	am7c	
000B0	0	0	0	0						658	7						2248								76	95		0	0			0							0			1835562						0							140844.8						3.085665								9							3	64	84		2073600		6			220639.2		15		2									141855															32			24	166670.8						400				24		35802							24	3456000	0						3685			0	18					0				9597040							16			1176										0								7								210			dRaTmBfHUn	w9ygS99Qp_		taul	1K8T	ujBx	t_S7E9Z	VwQDfEq			qljo	9_Y1	4N0K	VpdQ	hAFG	DHn_WUyBhW_whjA88g9bvA64_	kIsH		uKAI	L84s	CrNX				AuSBTw7	EPl3	cJvF	FzaX	KPawGyt	d0EEeJi	F7_Bj8v	LM8l689qOp			Qu4f	nIGXDli	R4y5gQQWY8OodqDV		
000B1	0	0	0	0						903	7						384								160	200		0	64			92.88							15			5480652						0													2.317026								9							3	34	70		2636272		3			192591		20		2									129843															32			40	363598						565				72		145629	-20						32	2298300	961818						495			0	9					0				10315000							20			475218										0								0											oUPBcmzkzH	RO12		taul	1K8T	KqYs	oKsne2L	eO3Oseu			o1UB	9_Y1	4nnx	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	Mtgm	NhsEn4L				mAjbk_S	JpN5	cJvF	FzaX	iEXADXQ	oslk	xWWynIC	LM8l689qOp			Qcbd	RAYp	F2FyR07IdsN7I		
000B2	0	0	1	1						875	0						0								120	150		0	160			220.08							0			0						0													4.696433								27								96	0		0		0			203421.9		0		16																								32			0	98851.6						485				0		61758	-30						0	712095	3456000						0			0	18					0				10246480							4			4147200										0								0											1KSTmBQxul	RO12		taul	1K8T	EJC9	EKR938I	DKUDUftgA7			Zi9Q	9_Y1	TjV7	VpdQ	sYC_	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				beK4AFX	WIMA	UYBR	FzaX	OrnLfvc	oslk	1J2cvxe	LM8l689qOp			FSa2	RAYp	F2FyR07IdsN7I	mj86	
000B3	0	0	0	0						854	21						464								120	150		4	96			186.64							0			251748						0													4.143773								27							9	40	154		349864		0			22964.91		0		4									48363															24			40	-1152228						380				18		19071	16						0	447430	126272						2635			0	9					89754				1004540							16			76932										0								0								318			TfiBcmzkzH	RO12		taul	1K8T	kwI9	r34vTzP	nJy8d8N5VniGX			uwwf	9_Y1	yrDU	VpdQ	zm5i	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAja5EA	ykzL	UYBR	FzaX	fabDFjT	oslk	JtcUsvC	LM8l689qOp			Qcbd	RAYp	F2FyR07IdsN7I		
000B4	0	0	0	0						343	0						0								288	360		6	104			166.56							0			9588						0													4.011536								18							6	16	0		883544		0			22332.39		10		24									403644															48			96	-96118.8						705				12		0	4						0	2723415	170622						0			0	0					183715				3234468							62			397332										0								0											639qrQK2Mx	RO12		taul	1K8T	487l	fIZ2EMp	_UtlxbJ			DANm	9_Y1	15m3	VpdQ	IYzP	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	NhsEn4L				mAja5EA			FzaX	YZ2TNgw	oslk	x3aOgRj	LM8l689qOp			FSa2	ZI9m	0pzBWGkV3fbsGZN52DH		
000B5	0	0	0	0						742	21						1256								100	125		0	24			201.36							0			4785804						0							167719.2						1.95706								27							9	158	168		3456000		6			231097.5		0		0									294663															16			40	-280621.2						465				30		78543	-24						32	3558515	361110						2010			0	9					0				8487560							24			0										0								14											1JGTmBQZiT	onTuEhrJJQy_H3IHkZku5AFczhYGqxJ890		taul	1K8T	PbOJ	fqeOwLG	2TwXCiT			E9uJ	9_Y1	TjV7	VpdQ	hAFG	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	Mtgm	leSl				teA09W3	vBA_	UYBR	FzaX	fxJmel6	QKW8DRm	WfsWw2A	LM8l689qOp			FSa2	ZI9m	iyHGyLCEkQ	am7c	
000B6	0	0	0	0						966	21						4032								180	225		2	168			200							0			73764						0													0.1922666								27								184	693		881704		0			50584.8		0		18																								56			32	47441.2						690				18		24039							0	748260	499790						435			0	27					168350				2372696							16			426720										0								0								150			AhzOj17IEC	RO12	SEuy	taul	1K8T	JLbT	fhk21Ss	hCdK	yN1LvEJ	smXZ	OXmF	9_Y1	iVbl	VpdQ	y6dw	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	_5OXC8MSLt		kH1z1Pp		11pMFCG	3pjv	cJvF		4UxGlow	oslk	catzS2D			xG3x	7aLG	ZI9m	iyHGyLCEkQ		
000B7	0	0	0	1						448	0						0								132	165		2	8			186.64							0			0						0													0.5101475								9								26	0		4551240		0			227434.2		10		2																								32			56	109776.4						495				0		0	4						0	9402850	17852						0			0	9					361767				10612440							44			518400										0								0											8I1TmBtueT	RO12		taul	1K8T	TyGl	L7tEXGF	LH0kFz12FM			UcKF	9_Y1	C6Eu	sJzTlal	zm5i	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAja5EA	bfEL	cJvF		XeiNqhB	oslk	o9Y6TM2				rgKb	RAYp	F2FyR07IdsN7I		
000B8	0	0	0	0	8								42			16																	0	5											35						8			20			1240812				2.007477	233112				9	30	39432.15		84							4				6									626424	0			0								9756		0								33960		6			-2281048			0					6					-20			6		100768					73007	0					4												2131416		147												312.48												5366018						6	16					Mtpt0G8EIb	RO12		taul	1K8T	487l	qsgYDSI	N4wu5E1HbRO9C1UjzrM			ID43	9_Y1	k13i			GjJ35utlTa_GNSvxxpb9ju	kIsH		uKAI	Mtgm	fSKKIQdIPDXgw			eGzu	mAjvby0	g2AX	UYBR	FzaX	vjPtxWD	zCkv	7CnSoTa	LM8l689qOp			fKCe	02N6s8f	xwM2aC7IdeMC0		
000B9	0	0	0	1						3689	14						244								452	565		2	144			302.96							0			5232630						0													6.35847								18							6	30	14		1665920		0			35287.8		75		6									50397															232			216	99042.4						3015				108		720	-22						0	2769640	407560						65			0	0					187313				9675440							64			161850										0								0								210			6m0t0G8rTN	RO12		taul	1K8T	0Xwj	5EpXqGp	glRbITbnHQ			dKVz	HLqf	k13i	VpdQ	IYzP	me75fM6ugJ	sBgB		uKAI	Mtgm	NhsEn4L				kZJyVg2	HB7R	cJvF	FzaX	OTgQ8OA	oslk	Vo68gbh	LM8l689qOp			fKCe	RAYp	F2FyR07IdsN7I		
000BA	0	0	0	0				0													85	54	0																		0																				0.9814142																8									3						335											256		108	5165.19				115965							-32738				116666							105888		4	144	469							225.68			0							402					280405		6			0			12			0			21	33216						22788.9			0					10			1017906							240		r__I	BQavyxLp3Z	RO12		taul	1K8T	Xa_z	a5zFpID	LH0kFz12FM			u3H9	9_Y1	FbIm	09_Q		me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAja5EA	6tfA	cJvF	FzaX	aTW8jNM	oslk	au82_Lp	LM8l689qOp			xb3V	RAYp	F2FyR07IdsN7I		
